domain,fb_score,mturk_score,allsides_score,allsides_score_community,mbfc_score,media_score,buntain_share_ideology_score
studentnewsdaily.com,,,,,0.33,,
stuff.co.nz,,,,,-0.33,,
subjectpolitics.com,,,,,,,1.457687673096787
subscribepage.com,,,,,,,1.3786761199249673
success.com,,,,,,,0.0556044108994514
summit.news,,,,,1.0,,1.3881189315498972
summitdaily.com,,,,,0.0,,
sumof.us,,,,,,,-1.0782573962133517
sun-courier.com,,,,,0.0,,
sun-gazing.com,,,,,,,0.1482505452646453
sun-sentinel.com,,0.0,,,0.0,,-0.1347109105500822
sunflowerstatenews.com,,,,,0.33,,
sungazette.com,,,,,0.33,,
sunherald.com,,,,,0.0,,0.6691584950297
sunlightfoundation.com,,,,,-0.33,,
sunnyskyz.com,,,,,,,-0.3247374843618614
sunshinesentinel.com,,,,,0.33,,
suntimes.com,,,,,-0.33,,-0.485786559487338
supplementreference.com,,,,,0.66,,
supportisraelnow.com,,,,,1.0,,
survivalblog.com,,,,,1.0,,
sussexreview.com,,,,,0.33,,
swalaskanews.com,,,,,0.33,,
swampdrain.com,,,,,1.0,,1.4494217300660104
swarizonanews.com,,,,,0.33,,
swarkansastimes.com,,,,,0.33,,
swbluegrassnews.com,,,,,0.33,,
swcoloradonews.com,,,,,0.33,,
swconnnews.com,,,,,0.33,,
sweetandsavory.co,,,,,,,0.4160798435613306
swgeorgianews.com,,,,,0.33,,
swillinoisnews.com,,,,,0.33,,
swindiananews.com,,,,,0.33,,
swiowatimes.com,,,,,0.33,,
swissinfo.ch,,,,,-0.33,,
swkansasnews.com,,,,,0.33,,
swlouisiananews.com,,,,,0.33,,
swprs.org,,,,,0.66,,
swriversidenews.com,,,,,0.33,,
swtimes.com,,,,,0.0,,
swvalleytimes.com,,,,,0.33,,
swvatoday.com,,,,,0.0,,
syfy.com,,,,,,,-0.4748105418177451
syracuse.com,,,,,0.0,,0.0527026422628727
syriahr.com,,,,,-0.33,,
syriana-analysis.com,,,,,-0.66,,
syrianews.cc,,,,,-0.66,,
tabletmag.com,,0.0,,,0.33,,
tahoedailytribune.com,,,,,0.0,,
taipeitimes.com,,,,,0.0,,
taiwannews.com.tw,,,,,-0.33,,
takepart.com,-0.7045,,,,,,
takimag.com,,,,,1.0,,
talkingpointsmemo.com,-0.8614,-0.416666666667,,,-0.66,-0.7801785135808954,-1.373943543722831
talknetwork.com,,,,,0.66,,
tallahassee.com,,,-1.0,0.0,0.33,,-0.0603933134897298
tallahasseesun.com,,,,,0.33,,
tamatoledonews.com,,,,,0.0,,
tampa.cbslocal.com,,,,,-0.33,,
tampabay.com,-0.4745,,,,-0.33,,-0.3996884845984794
tamparepublic.com,,,,,0.33,,
taphaps.com,,,,,,,1.3812457831124587
tapoos.com,,,,,,,0.0185406220100287
tarbell.org,,,,,-0.33,,
taskandpurpose.com,,0.0,,,-0.33,-0.1544014834937026,0.6062384142224456
tass.com,,,,,0.33,,
tasteerecipe.com,,,,,,,0.665486293556416
tastemade.com,,,,,,,0.2715934320150985
tasteofcountry.com,,,,,,,0.6759028309256521
tasteofhome.com,,,,,,,0.4235922257238042
tastingtable.com,,,,,,,-0.3240750660029472
tasty.co,,,,,,,0.1283272979379636
tatersgonnatate.com,,,,,,,1.343199463298292
tatumreport.com,,,,,0.66,,
taxfoundation.org,,,,,0.33,,
taxjustice.net,,,,,-0.33,,
taxpayer.com,,,,,0.33,,
taxpolicycenter.org,,,,,-0.33,,
tbdailynews.com,,,,,0.66,,
tcf.org,,,,,-0.33,,
tcpalm.com,,,,,-0.33,,0.0112680343898749
tdn.com,,,,,0.0,,
tdnewswire.com,,,,,,,1.4536736000712047
teacherprobs.com,,,,,,,0.1922038410344171
teamdml.com,,,,,0.66,,
teaparty.org,0.9423,,,,1.0,,1.4774343808597676
tecartabible.com,,,,,,,0.5119389596367004
techcrunch.com,,,0.0,-0.5,-0.33,,-0.6706905508053101
techdirt.com,,,,,-0.33,,
technocracy.news,,,,,0.66,,
technologyreview.com,,,,,,,-0.534978911056998
techspot.com,,,,,0.0,,
techstartups.com,,,,,0.33,,
ted.com,-0.4859,,,,,,-0.8874049649305472
teddystick.com,,,,,1.0,,1.4700037552644036
teenvogue.com,,0.0,-0.5,-0.5,-0.66,,-1.214735345892695
teespring.com,,,,,,,0.6405791849926696
telegraaf.nl,,,,,0.66,,
telegram.com,,,,,0.0,,
telegraph.co.uk,0.0269,-0.166666666667,0.5,0.5,0.66,,0.0433814103265268
telemundo.com,,0.0,,,,,-0.396530279783842
telemundo.com/noticias,,,,,,-1.36765775123642,
telemundopr.com,,,,,,,-0.268248965671058
tellmenow.com,0.7818,,,,,,
tempesttimes.com,,,,,,,1.4834463076635842
tennessean.com,,0.0,,,0.0,,-0.1500746064292763
tennesseestar.com,,,,,0.66,,1.4366346477184673
tenor.co,,,,,,,0.0616467289285349
tenor.com,,,,,,,-0.0841267760604724
tenthamendmentcenter.com,,,,,0.66,,1.231696442834695
terminallance.com,,,,,,,0.8683706203391243
tetonvalleynews.net,,,,,0.0,,
tetribe.net,,,,,,,0.3314698944724714
texashillcountry.com,,,,,,,0.5871870227457986
texasmonthly.com,,,,,-0.33,,-0.3866511743972051
texasobserver.org,,,,,-0.66,,-1.2556732201826697
texasstandard.org,,,,,0.0,,
texasstormchasers.com,,,,,,,0.670349600286362
texastribune.org,,,,,-0.33,,-0.765431848283899
tfp.org,,,,,1.0,,
tfppnews.com,,,,,,,1.599541231597034
tharawat-magazine.com,,,,,0.33,,
thatoregonlife.com,,,,,,,-0.1009687209313251
thatsnonsense.com,,,,,0.0,,0.203811981588152
the-american-interest.com,,,,,0.33,,
the-daily.buzz,,,,,-0.66,,-1.3547126646705148
the-japan-news.com,,,,,0.33,,
the-open-mind.com,,,,,,,-0.2724970702069832
the-scientist.com,,,,,-0.33,,
the-sun.com,,,,,0.66,,
theadvertiser.com,,,,,-0.33,,
theadvocate.com,,,,,,,0.0685048324892775
theadvocates.org,,,,,0.33,,
theage.com.au,,,,,-0.33,,
thealpenanews.com,,,,,0.0,,
thealternativedaily.com,,,,,,,0.4175192550867916
theamericanbacon.com,,,,,,,0.9772138347454306
theamericanconservative.com,,,,,0.33,1.061378578122384,
theamericanmirror.com,,,,,1.0,,1.4996959625717117
theanimalbible.net,,,,,,,0.2605693972830118
theanimalrescuesite.com,,,,,,,0.1424938204051704
theanimalspage.com,,,,,,,0.4785309579850883
theantimedia.com,,,,,,,-0.4423840052623837
theantimedia.org,-0.3584,,,,,,-0.4766470982617369
theappeal.org,,,,,,,-1.2264650464397573
theatlantic.com,-0.5424,-0.416666666667,-0.5,0.0,-0.33,-0.5918740857136011,-1.208580341710286
theaustralian.com.au,,,,,0.33,,
theautismsite.com,,,,,,,0.0368605320670377
theautomaticearth.com,,,,,0.66,,
thebaffler.com,,,,,-0.66,,
thebalance.com,,,,,0.0,,-0.4319074592529895
thebeardedpatriot.com,,,,,1.0,,
thebeltwayreport.com,,,,,1.0,,1.575407737089102
thebestcatpage.com,,,,,,,-0.255766304899077
thebipartisanpress.com,,,,,-0.33,,
thebl.com,,,,,0.66,,1.175720344381012
theblackloop.com,,,,,,,-0.7272166175242425
theblacksphere.net,,,,,1.0,,1.5261597229948651
theblaze.com,0.8887,0.5,1.0,0.5,0.66,1.712023375998374,1.5074679876769266
theblueroute.org,,,,,-0.66,,
thebluestateconservative.com,,,,,1.0,,
theboot.com,,0.0,,,,,
thebostontribune.com,,,,,1.0,,
thebreakthrough.org,,,,,0.33,,
thebrunswicknews.com,,,,,0.33,,
thebuddy.me,,,,,,,-0.5341959039306292
thebulletin.org,,,,,-0.33,,
thebulltulsa.com,,,,,0.0,,
thebulwark.com,,,,,0.33,-0.3779245239507765,
thebureauinvestigates.com,,,,,-0.33,,
theburningspear.com,,,,,-0.66,,
thecalifornian.com,,,,,-0.33,,
thecanadianpress.com,,,,,0.0,,
thecanary.co,,,,,-0.66,,
thecentersquare.com,,,,,0.33,,
thechive.com,,,,,,,-0.1151323276649353
thechristianleft.org,,,,,-0.33,,
thecipherbrief.com,,,,,0.0,,
thecitizen.org.au,,,,,-0.33,,
thecity.nyc,,,,,-0.33,,
thecjn.ca,,,,,0.33,,
thecolbertreport.cc.com,-0.6937,,,,,,
thecollegefix.com,,,,,0.66,,
thecoloradoherald.com,,,,,1.0,,
theconservativebreak.com,,,,,,,1.4427025538539555
theconservativebrief.com,,,,,1.0,,
theconservativecentral.com,,,,,1.0,,
theconservativefighters.com,,,,,,,1.448760211506044
theconservativenut.gop,,,,,0.66,,
theconservativeopinion.com,,,,,,,1.5051084500785732
theconservativetreehouse.com,,0.25,,,1.0,,1.4187281968468888
theconversation.com,,,,,0.0,-0.7318646818135589,-0.7840305845973343
thecountersignal.com,,,,,1.0,,
thecourage.com,,,,,,,1.1518200773883005
thecouriertimes.com,,,,,0.33,,
thecovidworld.com,,,,,0.66,,
theculturetrip.com,,,,,,,-0.3609704283616423
thecut.com,,,,,-0.66,,-1.2454149940099624
thedailybanter.com,,,,,-0.66,-0.5823795905549312,-1.3465736699347122
thedailybeast.com,-0.4561,-0.0833333333333,-1.0,-0.5,-0.66,-0.6427295485029203,-1.214746137790936
thedailybell.com,,,,,0.66,,
thedailyberries.com,,,,,,,0.2050433818505292
thedailycitizen.com,,,,,0.33,,
thedailygospel.org,,,,,,,0.6889706256743486
thedailyheadline.com,,,,,,,1.2252402090239929
thedailyliberator.com,,,,,0.66,,
thedailynet.com,,,,,,,0.1065413889065793
thedailyshow.cc.com,-0.6704,,,,,,
thedailyshow.com,,,-0.5,-0.5,,,
thedailystar.com,,,,,-0.33,,
thedailyvox.co.za,,,,,-0.66,,
theday.com,,,,,-0.33,,
thedcpatriot.com,,,,,1.0,,
thedenverchannel.com,-0.012,,,,0.0,,-0.0834101458491005
thedesertreview.com,,,,,0.33,,
thedickinsonpress.com,,,,,0.33,,
thediplomat.com,,,,,0.0,,
thedispatch.com,,,,,0.33,0.8506631080053704,
thedodo.com,,,,,-0.66,,-0.300210456243233
thedrive.com,,,,,,,0.3155012594674865
theeagle.com,,,,,0.0,,
theearthchild.co.za,,,,,,,-0.3653153094597043
theepochtimes.com,,,,,0.66,1.8152227866530568,0.619427727782672
theeverlastinggopstoppers.com,-0.8928,,,,,,
thefader.com,,,,,,,-1.0020534757435986
thefederalist.com,0.8559,1.0,0.5,1.0,0.66,2.131391980975282,1.40849607000255
thefederalistpapers.org,0.8659,,,,,,1.538688879408154
thefencepost.com,,,,,0.0,,
thefifthcolumnnews.com,,,,,-0.66,,
thefirsttv.com,,,,,0.66,,
thefiscaltimes.com,,,0.5,0.5,0.33,,
theflipside.io,,,,,0.0,,
thefloridasqueeze.com,,,,,-0.66,,
theflstandard.com,,,,,0.66,,
thefranklinnewspost.com,,,,,0.0,,
thefreedictionary.com,,0.0,,,,,
thefreedomtimes.com,,,,,1.0,,
thefreepatriot.org,,,,,1.0,,
thefreethoughtproject.com,-0.3618,,,,-0.66,,-0.2178705704712097
thefulcrum.us,,,,,-0.33,,
thefullertoninformer.com,,,,,0.66,,
thegailygrind.com,,,,,-0.66,,-1.3093977859829515
thegamer.com,,,,,,,-0.0993808203440009
thegardenisland.com,,,,,-0.33,,
thegatewaypundit.com,0.9389,,1.0,1.0,1.0,,1.4773730108783605
thegazette.com,,,,,0.33,,
thegedsection.com,,,,,,,-0.996576660886766
thegleaner.com,,,,,-0.33,,
theglobeandmail.com,,,,,0.33,,-0.7041056650595304
thegoodlordabove.com,,,,,-0.66,,
thegospelcoalition.org,,,,,,,1.0358932084058
thegrapevine.theroot.com,,-0.416666666667,,,,,
thegrayzone.com,,,,,-1.0,,
thegreggjarrett.com,,,,,0.66,,
thegrio.com,-0.8326,,,,-0.66,,-0.9592904910646712
theguardian.com,-0.5723,-0.416666666667,-0.5,-0.5,-0.33,-0.6984583040345802,-1.222308325497787
theguardiansofdemocracy.com,,,,,-0.66,,-1.3839582451631929
thehardtimes.net,,,,,,,-1.009248874695099
thehawkeye.com,,,,,-0.33,,
thehayride.com,,,,,0.66,,
thehealthawareness.com,,,,,,,0.173840274048313
thehealthconsciousness.com,,,,,,,0.2981911083864775
thehealthyamerican.org,,,,,0.66,,
theheartysoul.com,,,,,,,0.1955613698279132
thehill.com,0.1661,-0.166666666667,,,0.0,0.0958054321369742,-1.0831622375775802
thehilltalk.com,,,,,-0.33,,
thehindu.com,,,,,-0.33,,
thehindubusinessline.com,,,,,0.33,,
thehomestead.guru,,,,,,,-0.0396167654310307
thehonestpatriot.net,,,,,0.66,,
thehornnews.com,,,,,1.0,,1.3168476697464513
thehorseaholic.com,,,,,,,0.5420173846069208
thehumanist.com,,,,,-0.33,,
theihs.org,,,,,0.33,,
theimproper.com,,,,,-0.66,,
theindependent.com,,,,,0.0,,
theindigenousamerican.com,,,,,,,-0.7756967174706093
theindigenousamericans.com,,,,,,,-0.7099329677026204
theindychannel.com,,,,,,,0.3368484420620001
theintellectualist.co,,,,,,,-1.4410431343597476
theintercept.com,,0.25,,,-0.66,-0.828523036505094,-1.3131164314799495
theirfo.com,,,,,,,0.3790014553134703
theirishsentinel.com,,,,,0.66,,
theisraelwire.com,,,,,,,1.3879355475454858
theitem.com,,,,,0.33,,
thejakartapost.com,,,,,-0.33,,
thejasminebrand.com,,,,,,,-0.5978052266231114
thejeffreylord.com,,,,,0.66,,
thejewishvoice.com,,,,,1.0,,
thejournal.ie,,,,,-0.33,,
thekitchn.com,,,,,,,-0.2849190901320845
thekrazycouponlady.com,,,,,,,0.239165786886862
thelasource.com,,,,,-0.66,,
thelastlineofdefense.org,,,,,,,1.230800190784206
thelaughbible.com,,,,,,,0.3145005191807436
thelaughbible.net,,,,,,,0.510595314850634
theledger.com,,,,,0.33,,
theleoterrell.com,,,,,0.66,,
thelibertarianrepublic.com,,,0.5,1.0,0.33,,1.0771867857884896
thelibertybeacon.com,,,,,1.0,,
thelibertydaily.com,,,,,1.0,,
thelibertyeagle.com,,,,,1.0,,1.3739754954604362
thelibertyloft.com,,,,,1.0,,
thelibertyrevolution.com,,,,,1.0,,
thelily.com,,,,,-0.66,,
thelist.com,,,,,-0.33,,
thelocal.no,,,,,-0.33,,
thelogicofscience.com,,,,,0.0,,
thelondoneconomic.com,,,,,-0.66,,
thelutchmanreport.com,,,,,,,1.4400681367842445
them.us,,,,,-0.66,,
themarshallproject.org,,,,,0.0,-1.0349211186419225,
themarysue.com,,,,,-0.66,,
themaven.net,,,,,,,0.513955272201357
themeowpost.com,,,,,,,0.3258520585489231
themesatribune.com,,,,,0.0,,
themighty.com,,,,,,,-0.3715859007922074
themilitant.com,,,,,-0.66,,
themillenniumreport.com,,,,,1.0,,
themindcircle.com,,,,,,,-0.187723995731781
themindsjournal.com,,,,,,,-0.2316163410301953
themindunleashed.com,,,,,,,-0.3786472912939655
themindunleashed.org,-0.4008,,,,,,
theminnesotasun.com,,,,,0.66,,
theminorityreportblog.com,0.9026,,,,,,
themoderatevoice.com,,,,,-0.33,,
themonitor.com,,,,,0.0,,
themonthly.com.au,,,,,-0.66,,
themoscowtimes.com,,,,,-0.33,,
themotivationhotel.com,,,,,,,0.4719887911325527
thenation.com,-0.9463,-0.166666666667,-1.0,0.0,-0.66,-1.950529651175516,-1.4504890916044804
thenationaldesk.com,,,,,0.33,,
thenationalherald.com,,,,,0.66,,
thenationalpatriot.com,,,,,1.0,,
thenationalpulse.com,,,,,1.0,2.622243926859483,
theneedling.com,,,,,-0.33,,
thenevadaindependent.com,,,,,0.0,,
thenewamerican.com,0.7993,,,,0.66,,1.3611328349252496
thenewatlantis.com,,,,,0.33,,
thenewcivilrightsmovement.com,-0.9643,-0.5,,,-0.66,,-1.3802122258776977
thenewhumanitarian.org,,,,,-0.33,,
thenewrevere.com,,,,,0.66,,
thenews.com.pk,,,,,0.33,,
thenews.mx,,,,,0.0,,
thenewsstar.com,,,,,-0.33,,
thenewstribune.com,,,,,-0.33,,-0.411255811545048
thenewtropic.com,,,,,-0.33,,
thenewyorkevening.com,,,,,1.0,,
thenextweb.com,,,,,-0.33,,
thenib.com,,,,,,,-1.5657752056764338
theoatmeal.com,,,,,,,-1.2252498863908028
theobjectivestandard.com,,,,,0.33,,
theodysseyonline.com,,,,,-0.33,,0.2510144962779005
theohiostar.com,,,,,0.66,,
theoldschoolpatriot.com,,,,,,,1.6031475821999632
theolympian.com,,,,,-0.33,,
theonion.com,-0.5516,,,,,-0.2415788891653246,-1.0473233839097946
thepaleosecret.com,,,,,,,0.5422397743300423
thepatriotjournal.com,,,,,0.66,,
thepatriotnation.net,,,,,1.0,,
thepennyhoarder.com,,,,,,,0.0333742928534129
thepeoplescube.com,,,,,0.66,,
thepetitionsite.com,-0.6,,,,,,-0.6152169802788315
theplayerstribune.com,,,,,,,-0.2454558302737228
thepoke.co.uk,,,,,,,-1.174917460422925
thepoliticalinsider.com,0.8998,,,,1.0,2.6452892777236388,1.4375920657828352
thepoliticaltribune.com,,,,,,,1.591108698236067
thepoliticalvoice.com,,,,,,,-1.4265831102036357
thepolitics.online,,,,,1.0,,
thepostmillennial.com,,,,,0.66,,
thepowerofsilence.co,,,,,,,0.0273877164117074
theprogress.com,,,,,-0.33,,
theproudliberal.org,,,,,-0.66,,-1.4081312724534307
thepublicdiscourse.com,,,,,1.0,,
thequint.com,,,,,-0.33,,
theragingpatriot.org,,,,,1.0,,
therainforestsite.com,,,,,,,-0.4050853855561763
therealnews.com,,,,,-0.66,-1.6765978416750629,-1.4531628665512182
therealrickeysmiley.com,,,,,,,-0.6779149702529029
therecipecritic.com,,,,,,,0.3164871765179463
theredelephants.com,,,,,1.0,,1.3938295773103848
theregionnews.com,,,,,0.33,,
theregister.com,,,,,0.0,,
thereisnews.com,,,,,,,-0.0951147888841921
thereligionofpeace.com,,,,,1.0,,
therepublic.com,,,,,0.0,,
theresurgent.com,,,,,,2.5403434147826616,
therichest.com,,,,,,,0.0730585245871991
therightscoop.com,0.9275,,,,0.66,3.1115762692732414,1.6444741372664902
therightstuff.biz,,,,,1.0,,
theringer.com,,,,,-0.33,,
theroot.com,-0.7792,,,,-0.66,-2.166235361823829,-1.1354232132454258
thesaturdaypaper.com.au,,,,,-0.33,,
thescinewsreporter.com,,,,,,,-0.4279492715710043
thescoop.us,,,,,1.0,,
thescore.com,,,,,,,0.0994320673059563
theshaderoom.com,,,,,,,-0.6949576813300712
theshovel.com.au,,,,,-0.66,,
theskimm.com,,,,,-0.33,,
theslot.jezebel.com,,-0.5,,,,,
thesmokinggun.com/,,,,,0.0,,
thesorrentino.com,,,,,0.33,,
thesource.com,,,,,,,-0.6292749318056264
thesouthern.com,,,,,0.0,,
thespaceacademy.org,,,,,,,-0.452387636456675
thespec.com,,,,,-0.33,,
thespectator.info,,,,,1.0,,
thestar.com,,0.0,,,-0.33,,-1.0275066673831337
thestarphoenix.com,,,,,0.33,,
thestarpress.com,,,,,-0.33,,
thestate.com,,,,,-0.33,,0.1256009005104704
thestranger.com,,,,,-0.66,,-1.3327379473567216
thestrategybridge.org,,,,,0.0,,
thestreet.com,,,,,0.33,,
thesun.co.uk,,0.0,,,0.66,,0.4001057858673753
thesunmagazine.org,,,,,-0.33,,
thetab.com,,,,,-0.33,,-0.6109130575093559
thetandd.com,,,,,0.0,,
thetexan.news,,,,,0.66,,
thethings.com,,,,,,,-0.2041521310221943
thetimes.co.uk,,,,,0.33,,
thetimesherald.com,,,,,0.33,,
thetowntalk.com,,,,,0.0,,
thetrace.org,,,,,-0.33,,
thetruedefender.com,,,,,0.66,,
thetruereporter.com,,,,,0.66,,
thetrumpet.com,,,,,0.66,,
thetrumpmedia.com,,,,,,,1.43444067176067
thetruthaboutcancer.com,,,,,,,0.6237299931830892
thetruthaboutguns.com,0.6965,,,,0.66,,1.4076570578545096
thetruthdivision.com,,,,,,,1.4780178876621266
thetruthvoice.net,,,,,1.0,,
thetyee.ca,,,,,-0.33,,
theundefeated.com,,,,,,,-0.8800026011466722
theunion.com,,,,,0.0,,
theunitedstatesblues.com,,,,,,,-1.372537765081292
theuspatriot.com,0.8568,,,,,,
thevarsity.ca,,,,,-0.33,,
theverge.com,-0.2609,0.0,-0.5,-0.5,-0.33,,-0.7887782557535039
theveteranssite.com,,,,,,,0.7302399857522374
thevintagenews.com,,,,,,,-0.0089546589643069
thewalrus.ca,,,,,-0.66,,
thewashingtonpundit.com,,,,,1.0,,1.4252057077795297
theweek.co.uk,,,,,-0.33,,
theweek.com,-0.1809,-0.333333333333,0.0,0.0,-0.66,-0.2997352980162288,-1.1172105610746847
thewest.com.au,,,,,0.33,,
thewildcard.com,,,,,,,1.3182335448771227
thewildchild.co.za,,,,,,,-0.2831586874738992
thewire.in,,,,,-0.33,,
theworld.org,,,,,-0.33,,
thewrap.com,,,,,-0.33,,-0.2147055618120391
theyouth.in,,,,,,,-0.4057324062341204
thinkamericana.com,,,,,1.0,,1.3859286500876522
thinkinghumanity.com,,,,,,,-0.5118410906764228
thinkorganiclife.com,,,,,,,0.1853812480912145
thinkprogress.org,-0.8615,,-1.0,-0.5,-0.66,-1.565638974737316,-1.4026699696451068
thirdway.org,,,,,0.0,,
this-is-italy.com,,,,,,,0.1328067809670583
this.org,,,,,-0.66,,
thisiscolossal.com,,,,,,,-1.190305472023813
thisisinsider.com,,,,,,,-0.2832847278519185
thisisthezerohour.com,,,,,-0.66,,
thoughtcatalog.com,,,,,,,-0.1349439758314406
thoughtco.com,,,,,0.0,,-0.2686261296286696
thoughtcrimeradio.net,,,,,0.66,,
thrillist.com,,,,,-0.33,,-0.2555275282066995
thriveglobal.com,,,,,-0.66,,-0.6525049937641321
throwbacks.com,,,,,,,0.0936464916955995
thunderclap.it,,,,,,,-0.0645039482013749
thv11.com,,,,,0.0,,0.3481733003556288
ticketmaster.com,,,,,,,-0.0335755779070206
tickld.com,,,,,,,0.246711286069254
tiftongazette.com,,,,,-0.33,,
tigernet.com,,,,,,,0.9263089424015104
timcast.com,,,,,0.66,,
time.com,-0.3336,-0.5,,,-0.33,-0.3976450039324739,-0.8621014042080888
timeanddate.com,,0.0,,,,,0.0422112175287496
timeline.com,,,,,,,-0.9601447452222432
timeout.com,,,,,,,-0.6724839977804004
times-georgian.com,,,,,0.33,,
times-standard.com,,,,,0.0,,
timescall.com,,,-0.5,-0.5,,,
timescolonist.com,,,,,-0.33,,
timesenterprise.com,,,,,-0.33,,
timesfreepress.com,,,,,0.0,,-0.0910477984126197
timesgazette.com,,,,,0.33,,
timesheadline.com,,,,,-0.33,,
timeslive.co.za,,,,,0.33,,
timesofisrael.com,0.3685,,,,-0.33,,0.48301921431069
timesofsandiego.com,,,,,0.0,,
timesrepublican.com,,,,,0.0,,
timesunion.com,,,,,-0.33,,-0.0679529876466715
tinhtamvn.net,,,,,,,0.230205301414852
tinnuochan.com,,,,,,,-0.0653028054311107
tinybuddha.com,,,,,,,-0.7452514200515274
tinyhometour.com,,,,,,,0.2023336988902347
tiphero.com,,,,,,,0.3089843371081014
tipsforhome.net,,,,,,,0.274002990369804
tmj4.com,,,,,,,0.0238625833844281
tmn.today,,,,,,,1.4105485383080183
tmnews.com,,,,,-0.33,,
tmz.com,,-0.25,,,-0.33,,-0.2243345236484593
tnc.news,,,,,0.66,,
tnholler.com,,,,,-0.66,,
tnonline.com,,,,,0.33,,
today.com,-0.1668,-0.166666666667,-0.5,-0.5,-0.33,,-0.0479362367672599
todayifoundout.com,,0.0,,,0.0,,
todaysmama.com,,,,,,,0.2659035416044761
todayviral.news,,,,,,,0.3628323054882955
toddstarnes.com,,,,,1.0,,1.5489203649466818
toledoblade.com,,,,,0.33,,
tomdispatch.com,,,,,-0.33,,
tonganoxiemirror.com,,,,,0.0,,
toofab.com,,,,,-0.66,,-0.3189884986023313
topbuzz.com,,,,,,,-0.0538785355348169
topekasun.com,,,,,0.33,,
topinfopost.com,-0.1502,,,,,,
topix.com,,,,,,,0.3222510636993081
topix.net,,,,,,,0.1914552608789581
topixoffbeat.com,,,,,,,0.284453086276928
topixstars.com,,,,,,,0.2432558791902379
topixtempo.com,,,,,,,0.3720140711708796
toprightnews.com,0.8796,,,,,,
topsecretinfodump.com,,,,,,,1.44685337024811
topsecretleaks.com,,,,,,,1.569713825833787
toptopic.club,,,,,1.0,,
toronto.citynews.ca,,,,,0.0,,
torontosun.com,,,,,0.66,,
totallythebomb.com,,,,,,,0.1084511775459726
totalprosports.com,,,,,,,-0.2026938405831142
tothedeathmedia.com,,,,,,,1.4777899154409466
tovima.gr,,,,,0.33,,
towleroad.com,,-0.833333333333,,,-0.66,,-1.2899720890159958
townandcountrymag.com,,0.0,,,,,-0.1354171515461838
townhall.com,0.9263,0.583333333333,1.0,1.0,0.66,2.007582576655474,1.5155736118536296
tplnews.com,,,,,-1.0,,-1.522402524979296
tpnn.com,0.9323,,,,,,
tpusa.com,,,,,0.66,,
tpxpassport.com,,,,,,,0.4275670772129374
tradicate.com,,,,,,,1.5263506380174163
transequality.org,,,,,-0.33,,
transparency.org,,,,,0.0,,
transparentcalifornia.com,,,,,0.33,,
transpartisanreview.com,,,,,0.0,,
travelandleisure.com,,,,,,,-0.4076628885334817
travelzoo.com,,,,,,,0.0464245578398908
treason.news,,,,,0.66,,
treasurecoastsun.com,,,,,0.33,,
treasurevalleytimes.com,,,,,0.33,,
treehugger.com,,,,,-0.66,,-0.670038839347917
trend-chaser.com,,,,,,,0.3936959140593052
trenddify.com,,,,,,,1.5311653998687087
trendingpolitics.com,,,,,0.66,,1.4809249873702397
trendingpost.club,,,,,,,0.3106539075898464
trendingposts.club,,,,,,,0.3036353420548509
trendingposts.net,,,,,,,0.4158155694296582
trendings.net,,,,,,,0.3571553248365231
trendingstylist.com,,,,,,,0.6199102647124902
trendingviews.co,,,,,,,1.4591152058120496
trendszilla.net,,,,,,,0.0980322129390213
tri-cityherald.com,,,,,0.0,,
trib.com,,,,,0.0,,
triblive.com,,,,,0.33,,0.2115583850776107
tribtown.com,,,,,0.33,,
tribunecontentagency.com,,,,,0.0,,
tribunist.com,,,,,0.66,,1.112177749997456
tribunistdaily.com,,,,,,,0.7527934915145821
tribunnews.com,,,,,0.33,,
tripadvisor.com,,0.0,,,,,
tristatehomepage.com,,,,,0.0,,0.2987477336075555
tristateupdate.com,,,,,,,0.5651036979952593
troab.com,,,,,,,0.2800509690783991
trofire.com,,,,,-0.66,,-1.1792882145898054
trtworld.com,,,,,0.66,,
truck1news.com,,,,,,,0.6974801676919455
trueactivist.com,-0.6032,,,,-1.0,,-0.1636765259241021
trueamericans.me,,,,,,,1.3477338867276127
truepundit.com,,,,,,,1.3069492612674938
truetrumpers.com,,,,,,,1.356814813993994
trump.news,,0.5,,,1.0,,
trumpbetrayed.us,,,,,,,1.3150524666170766
trumpstudents.org,,,,,0.66,,
trumptrainnews.com,,,,,1.0,,1.4240433764079656
trust.org,,,,,-0.33,,
truth-out.org,-0.8937,,-0.5,-0.5,,-2.230212414000936,-1.3933390651160686
truth11.com,,,,,0.66,,
truthandaction.org,0.7952,,,,1.0,,1.4974645294596138
truthbasedmedia.com,,,,,1.0,,
truthbetold.news,,,,,-0.33,,
truthdig.com,-0.8565,,,,-0.66,-2.09306161574602,-1.2639560590090828
truthexam.com,,,,,-1.0,,-1.3351732483813783
truthexaminer.com,,,,,,,-1.2922959002274832
truthfeed.com,,,,,,,1.5185807750259794
truthfeednews.com,,,,,,,1.572872522599934
truthfight.com,,,,,,,-0.7118141348338509
truthfollower.com,,,,,,,0.546200237409369
truthmonitor.com,,,,,,,1.309553081970095
truthorfiction.com,,,,,0.0,,
truthout.org,,,,,-0.66,,-1.364205313286453
truthpress.com,,,,,1.0,,
truthrevolt.org,0.8805,,,,,,
truththeory.com,,,,,-0.66,,-0.3773115542230659
