domain,fb_score,mturk_score,allsides_score,allsides_score_community,mbfc_score,media_score,buntain_share_ideology_score
ekirikas.com,,,,,0.33,,
ekranhaberci.com,,,,,,,0.671510656080234
eldiario.es,,,,,-0.33,,
eldiariony.com,,,,,-0.33,,
elections.huffingtonpost.com,,-0.166666666667,,,,,
electoral-vote.com,,,,,-0.66,,
electrek.co,,,,,,,-0.8446575990294956
electronicintifada.net,-0.8074,,,,-0.66,,
elephantjournal.com,,,,,,,-0.5302299418907946
elitedaily.com,-0.2558,-0.0833333333333,,,-0.66,-0.4918385336531515,-0.1959414734023993
elitereaders.com,,,,,,,-0.0832291484387023
elizabethjohnston.org,,,,,1.0,,
elizabethtowntimes.com,,,,,0.33,,
elizabethwarren.com,,,,,,,-1.321658443537473
elkharttimes.com,,,,,0.33,,
elkharttruth.com,,,,,0.33,,
elkodaily.com,,,,,0.0,,
elle.com,,,,,-0.66,,-0.9778707752533948
ellentube.com,,,,,,,-0.4643996749548068
elmundo.es,,,,,0.33,,
elnuevodia.com,,,,,0.0,,-0.4851267523726225
elpais.com,,,,,-0.33,,
elpasotimes.com,,,,,-0.33,,
eluniverso.com,,,,,0.33,,
eluxemagazine.com,,,,,-0.66,,
elvisrocksonline.com,,,,,,,1.0045118941682356
elvocero.com,,,,,,,-0.3460468140010813
emeraldcoasttimes.com,,,,,0.33,,
emerging-europe.com,,,,,-0.33,,
eminentlyquotable.com,,,,,,,0.1377108243176902
emirates247.com,,,,,0.33,,
emountainwave.com,,,,,0.0,,
empirenews.net,-0.0158,,,,,,
employmenthub.co,,,,,,,0.3010152748559407
emptywheel.net,,,,,-0.33,,
en-volve.com,,,,,1.0,,1.3271219008072677
en.kremlin.ru,,0.0833333333333,,,,,
en.wikipedia.org,-0.2145,0.0,,,,,
en.wiktionary.org,,0.0,,,,,
endthefed.org,,,,,0.66,,
endtimeheadlines.org,0.7572,,,,0.33,,1.0528750111207266
energycitizens.org,,,,,0.66,,
enewscourier.com,,,,,-0.33,,
engadget.com,,0.0,,,-0.33,,-0.5745884342699159
enhlive.com,,,,,,,1.3220435013389156
enlightened-consciousness.com,,,,,,,-0.336964335084324
enlightened-planet.com,,,,,,,0.5233648013949694
enterprisenews.com,,,,,-0.33,,
entrepreneur.com,,,,,0.33,,-0.5228588490951014
environews.tv,,,,,,,-0.9163975816892964
envnewsdaily.com,,,,,,,1.4120982650106322
eonline.com,,0.0,,,,,-0.1574248535909159
epi.org,,,-1.0,0.0,-0.33,,
epicstream.com,,,,,,,-0.3274551307492173
epnewsleader.com,,,,,0.66,,
eppc.org,,,,,0.33,,
erlc.com,,,,,0.66,,
err.ee,,,,,0.0,,
escapeallthesethings.com,,,,,0.66,,
espn.com,,-0.0833333333333,,,-0.33,,-0.098383110016166
esquire.com,,-0.5,,,-0.66,,-1.236123892180962
essence.com,,-0.333333333333,,,,,-0.8940229341937772
eternallysunny.com,,,,,,,0.3118429214703774
etonline.com,,,,,,,-0.1274095307905093
etsy.com,,0.0,,,,,
eugenics.news,,,,,0.66,,
euobserver.com,,,,,-0.33,,
euractiv.com,,,,,-0.33,,
eurasiagroup.net,,,,,-0.33,,
eurasiareview.com,,,,,-0.33,,
eurekalert.org,,,0.0,0.0,,,
euromaidanpress.com,,,,,-0.33,,
euronews.com,,,,,-0.33,,
europe-israel.org,,,,,0.66,,
europereloaded.com,,,,,1.0,,
eurweb.com,,,,,,,-0.6639164775865826
evadeaza.ro,,,,,,,0.3180451148699122
eventbrite.com,,,,,,,-0.1875944066517827
everycrsreport.com,,,,,0.0,,
everydayfeminism.com,,,,,-0.66,,
everydayhealth.com,,,,,,,0.1930695165653004
everytown.org,,,,,,,-1.3387399369020627
everytownresearch.org,,,,,-0.66,,
evil.news,,,,,1.0,,
evonomics.com,,,,,-0.66,,
ew.com,,0.0,,,-0.33,,-0.5185443650683297
ewao.com,,,,,,,-0.0382355221334987
ewg.org,,,,,-0.66,,-0.666378540475996
examiner.com,0.3807,,,,,,
expand-your-consciousness.com,,,,,,,-0.1140812770305792
explainlife.com,,,,,,,1.1949430573369753
exposingtruth.com,,,,,-0.33,,
express.co.uk,,-0.0833333333333,,,0.66,,0.5844260363361845
expressen.se,,,,,0.33,,
expressnews.com,,,,,-0.33,,
extranewsfeed.com,,,,,-0.66,,-0.8227367724344332
fabbiosa.com,,,,,,,0.1190726365414875
fabiosa.com,,,,,,,0.251390412716224
fabiosa.guru,,,,,,,0.2235644646515562
face2faceafrica.com,,,,,,,-0.8905332977453805
facebook.com,,-0.0833333333333,,,-0.33,,0.1568495673391944
factcheck.org,,0.0,0.0,-0.5,0.0,0.0183929201848552,-1.232824171253983
factcheckingturkey.com,,,,,0.66,,
factinate.com,,,,,,,-0.0295249805928264
factmyth.com,,,,,-0.33,,
factsandlogic.org,,,,,0.66,,
factwire.org,,,,,0.0,,
fair.org,,,-0.5,-0.5,-0.33,,
fairborndailyherald.com,,,,,0.33,,
fairmontsentinel.com,,,,,0.0,,
fairobserver.com,,,,,-0.33,,
fairus.org,,,,,1.0,,1.5085344918193602
fairvote.org,,,,,-0.33,,
faithfamilyamerica.com,,,,,0.33,,1.0737317604870087
faithhub.net,,,,,,,0.97680390437392
faithinthenews.com,,,,,,,0.6277625408229034
faithit.com,,,,,0.66,,0.8067573568889291
faithpanda.com,,,,,,,0.5187678807129403
faithtap.com,,,,,,,0.5445621286883076
faithtrend.com,,,,,,,0.7357075216643731
faithwire.com,,,,,0.66,,1.289524772970476
fakehatecrimes.org,,,,,0.66,,
familyhandyman.com,,,,,,,0.2846774714537203
familypet.com,,,,,,,0.3223071453690778
familyshare.com,,,,,,,0.4255004076664522
fanbuzz.com,,,,,,,0.7291467829521145
fangraphs.com,,0.0,,,,,
fansfootball.net,,,,,,,0.1243761581440572
fark.com,,,,,-0.66,,
farleftwatch.com,,,,,0.66,,
farmersalmanac.com,,,,,,,0.2366369478342177
farrahgray.com,-0.7616,,,,,,-0.5232692703201309
farsnews.ir,,,,,-0.33,,
fas.org,,,-0.5,0.0,,,
fashionbeans.com,,,,,,,0.0289027110073719
fastcompany.com,,,,,-0.33,,-0.8935613744369209
fatherly.com,,,,,,,-0.1647675993624043
fathomevents.com,,,,,,,-0.1967885927813694
fayettevillestandard.com,,,,,0.33,,
fayobserver.com,,,,,0.0,,0.1931217183089205
faz.net,,,,,0.33,,
fb.com,,,,,,,0.1531568197136144
fb.me,,,,,,,0.1878287513438353
fbcdn.net,,,,,,,0.2856832786324561
fbherald.com,,,,,0.33,,
fbnewscycle.com,,,,,,,1.5819124741913535
fbnewspost.com,,,,,,,0.1761371907051541
fcc.gov,,,,,,,-1.2412064265016032
fcnews.org,,,,,0.33,,
fd.news,,,,,,,1.4077943708959055
fda.gov,,,,,,,-0.1343468056982684
federalistpress.com,,,,,0.66,,
federalisttribune.com,,,,,,,1.5105822577433514
federalnewsnetwork.com,,,,,0.0,,
federaltimes.com,,,,,0.0,,
fedsoc.org,,,,,0.66,,
fee.org,,,,,0.33,,1.1194713384530992
feedytv.com,,,,,,,-0.0088415031212817
femalista.com,,,,,-0.66,,-1.171039331387813
feministcurrent.com,,,,,-0.66,,
feministfrequency.com,,,,,-0.33,,
feministing.com,,,,,-0.66,,
fempositive.com,,,,,,,-1.04737971854129
ff.org,,,,,0.66,,
fff.org,,,,,0.66,,
ffrf.org,,,,,-0.66,,
fibromyalgiaresources.com,,,,,,,0.3382920039512001
fibrowomen.com,,,,,,,0.1791486013925423
fido4ever.com,,,,,,,0.062682325558439
fifthestate.org,,,,,-0.66,,
fightforthefuture.org,,,,,-0.33,,
fightthenewdrug.org,,,,,,,0.4756150975571298
filmingcops.com,-0.389,,,,,,-0.5312925537148897
filmsforaction.org,,,,,,,-1.3468682581165698
finance.yahoo.com,0.0777,0.0,,,,,
financialexpress.com,,,,,0.33,,
financialpost.com,,,,,0.33,,
finnishnews.fi,,,,,-0.66,,
firearmsnews.com,,,,,0.33,,
fireboebert.com,,,,,-0.66,,
firerescue1.com,,,,,,,0.7894673755164779
firstcoastnews.com,0.1755,,,,0.0,,0.3889566064627489
firstdraftnews.org,,,,,0.0,,
firstinfreedomdaily.com,,,,,0.66,,
firstlook.org,-0.6805,,,,,,
firstonee.com,,,,,,,0.6342918019688387
firstpost.com,,,,,0.33,,
firststatetimes.com,,,,,0.33,,
firstthings.com,,,,,0.66,1.4483455033350277,
fitchratings.com,,,,,0.33,,
fitlife.tv,,,,,,,0.2103804256311283
fitnessandmedicinal.com,,,,,,,0.6214727500632624
fitsnews.com,,,,,0.33,,
fivethirtyeight.com,-0.5225,-0.25,0.0,0.0,-0.33,-0.3869405393638039,-1.1422189708982455
fl24.net,,,,,1.0,,
flagandcross.com,,,,,1.0,,1.569302634305649
flagpolesetc.com,,,,,,,1.075983778528298
flippinonline.com,,,,,0.0,,
floridaparishnews.com,,,,,0.33,,
floridapolitics.com,,,,,0.0,,0.1080409361425755
floridatoday.com,,,,,,,0.1841078703536792
flyheight.com,,,,,,,-0.3339869070597825
focusonthefamily.com,,,,,1.0,,1.122350613303872
focustaiwan.tw,,,,,-0.33,,
followthemoney.org,,,,,0.0,,
food.news,,,,,0.66,,
foodandwaterwatch.org,,,,,-0.66,,
foodandwine.com,,,,,,,-0.4530689010879378
foodbabe.com,,,,,,,0.1699241951226109
foodbeast.com,,,,,,,-0.0627992196830726
foodnavigator.com,,,,,-0.33,,
foodnetwork.com,,,,,,,0.0859470887377864
fool.com,,0.0,,,-0.33,,0.2075035556169115
forbes.com,0.0563,0.0,0.0,0.5,0.33,0.1857471262890626,-0.3132087343790385
force.com,,,,,,,-1.0955477107550602
foreignaffairs.com,,-0.5,0.0,0.0,0.0,-0.5422402517999647,
foreignpolicy.com,-0.1516,-0.0833333333333,,,0.0,-0.2009173124127329,-1.0450985017074996
foreignpolicyjournal.com,,,,,-0.66,,
foreignpolicynews.org,,,,,-0.66,,
foreverdemocrat.com,,,,,,,-1.463915268141433
foreverymom.com,,,,,,,0.6543599567490461
forkly.com,,,,,,,0.5129269964224412
forksoverknives.com,,,,,,,-0.3123111939574142
fortnightlyreview.co.uk,,,,,0.33,,
fortsmithtimes.com,,,,,0.33,,
fortune.com,,-0.166666666667,,,0.33,-0.2540694529485955,-0.7660468211932969
forward.com,,,,,-0.33,,-0.9889696531431564
forwardprogressives.com,-0.8744,-0.583333333333,,,,,-1.4501049029393192
fosters.com,,,,,0.0,,
foursquare.com,,0.0,,,,,
fourstateshomepage.com,,,,,0.0,,
fox10phoenix.com,0.2386,,,,0.0,,0.4192016651111441
fox10tv.com,,,,,0.0,,0.6740856060781323
fox11online.com,,,,,0.33,,0.2760495554090415
fox13memphis.com,,,,,0.0,,0.1439506812178015
fox13news.com,,,,,,,0.5267213096584656
fox13now.com,0.0538,,,,,,0.3779887948365408
fox16.com,,,,,0.0,,0.4205243008627208
fox17.com,,,,,0.33,,0.6059410588238232
fox17online.com,,,,,0.0,,0.2244225056439306
fox19.com,,,,,0.0,,0.4946405106689523
fox21news.com,,,,,0.0,,
fox23.com,,,,,0.0,,0.5146056810587741
fox23maine.com,,,,,0.33,,
fox25boston.com,,,,,,,0.0686087936383029
fox26houston.com,,,,,,,0.236482262028724
fox28media.com,,,,,0.33,,
fox29.com,,,,,0.0,,0.1398844708296794
fox2detroit.com,,,,,,,-0.0456683711744207
fox2now.com,-0.1395,,,,0.0,,0.2374888056544548
fox32chicago.com,,,,,,,-0.0047536414676697
fox35orlando.com,,,,,0.0,,0.5486951705874676
fox38corpuschristi.com,,,,,0.33,,
fox40.com,,,,,0.0,,0.1869064056301785
fox40jackson.com,,,,,0.0,,
fox42kptm.com,,,,,0.33,,
fox43.com,,,,,0.0,,0.3879935491656701
fox44news.com,,,,,0.0,,
fox45now.com,,,,,,,0.5165365181442352
fox46.com,,,,,0.0,,
fox46charlotte.com,,,,,,,0.600606133574392
fox47.com,,,,,0.33,,
fox4beaumont.com,,,,,0.33,,
fox4kc.com,0.0444,,,,0.0,,0.2316747938788649
fox4news.com,,,,,,,0.3391769185095919
fox4now.com,,,,,0.0,,0.3050217194671193
fox56.com,,,,,0.33,,
fox59.com,0.0195,0.0,,,0.0,,0.329171446553702
fox5atlanta.com,,,,,,,0.4554914253040852
fox5dc.com,,,,,,,-0.1857474799234001
fox5ny.com,,,,,,,0.2166408039829159
fox5sandiego.com,,,,,0.0,,0.2135794576200092
fox5vegas.com,,,,,0.0,,0.0185589378399494
fox61.com,,,,,0.0,,0.0487933295679727
fox6now.com,-0.0939,0.166666666667,,,,,0.0293121983488034
fox7austin.com,,,,,,,0.2542269674247333
fox8.com,-0.1676,,,,0.0,,0.3135288122083127
fox8live.com,,,,,0.0,,0.5990263118415385
fox9.com,,,,,,,0.1470851956217516
foxbaltimore.com,-0.1907,,,,0.33,,0.0093878788117346
foxbusiness.com,,0.5,,,0.33,1.659613738382843,1.2228305868248277
foxcarolina.com,0.3233,,,,0.0,,0.6995637275798341
foxchattanooga.com,,,,,0.33,,
foxillinois.com,,,,,0.33,,
foxkansas.com,,,,,0.33,,
foxla.com,,,,,,,-0.0191156216785661
foxlexington.com,,,,,0.33,,
foxnebraska.com,,,,,0.33,,
foxnews.com,0.7754,0.25,0.5,1.0,0.66,1.5192274133658414,1.2429356775726133
foxnewsinsider.com,0.8334,,,,,,
foxreno.com,,,,,0.33,,
foxrichmond.com,,,,,0.33,,
foxrochester.com,,,,,0.33,,
foxsanantonio.com,,,,,0.33,,0.0989811994914044
foxsports.com,,0.0,,,,,0.2895885693115836
fpif.org,,,,,-0.33,,
fpri.org,,,,,0.33,,
fr.sputniknews.com,,,,,0.33,,
fractalenlightenment.com,,,,,,,-0.4944974654648288
fraghero.com,,,,,,,-0.0400948637779286
france24.com,,,,,0.0,,
francetvinfo.fr,,,,,-0.33,,
franklinnews.org,,,,,0.33,,
frankspeech.com,,,,,1.0,,
fraserinstitute.org,,,,,0.33,,
frc.org,,,,,1.0,,
freakonomics.com,,,0.0,0.0,-0.33,,
freakoutnation.com,,,,,,,-1.3598202361838452
fredericknewspost.com,,,,,0.0,,
fredericksburg.com,,,,,0.0,,
free-speech-front.blogspot.com,,,,,,,1.4297495942991554
free-speechfront.blogspot.com,,,,,,,1.3378417026475449
free-speechfront.info,,,,,1.0,,
free-speechtimes.blogspot.com,,,,,,,1.4162749177507252
freebeacon.com,0.8778,,1.0,0.5,0.66,2.0318052810575136,1.4748841111347326
freebiemom.com,,,,,,,0.4046090225067216
freedom.news,,,,,0.66,,
freedomainradio.com,,,,,1.0,,
freedomalliance.org,,,,,0.33,,
freedomandprosperity.org,,,,,0.66,,
freedomdaily.com,,0.333333333333,,,1.0,,1.4011892186030273
freedomfictions.com,,,,,-0.66,,
freedomfirstnetwork.com,,,,,1.0,,
freedomhouse.org,,,0.5,1.0,0.33,,
freedomnews.org.uk,,,,,-0.66,,
freedomnewsreport.com,,,,,0.66,,
freedomoutpost.com,0.9042,,,,,,1.4399196862727732
freedomproject.com,,,,,1.0,,
freedomsfinalstand.com,,,,,,,1.4810257561655191
freedomworks.org,,,,,0.33,,
freep.com,-0.4596,0.166666666667,,,-0.33,,-0.5170523220860328
freepress.org,,,,,-1.0,,
freerepublic.com,,,,,0.66,,
freespeech.org,,,,,-0.66,,
freespeechpoint.blogspot.com,,,,,,,1.372146834303408
freespeechtime.blogspot.com,,,,,,,1.3201477079416957
freespeechtime.net,,,,,,,1.4222984997489017
freetelegraph.com,,,,,0.66,,
freethink.com,,,,,-0.33,,
freewestmedia.com,,,,,0.66,,
freeworldnews.tv,,,,,0.66,,
fremonttribune.com,,,,,0.0,,
fresnobee.com,,,,,-0.33,,-0.0087802745027806
fresnoleader.com,,,,,0.33,,
friatider.se,,,,,1.0,,
frnewsreport.com,,,,,-0.66,,
frontiersman.com,,,,,0.33,,
frontlinevideos.com,,,,,,,1.0362781804234076
frontpagelive.com,,,,,-0.66,,
frontpagemag.com,0.9284,,1.0,1.0,1.0,,1.5191644644185274
ft.com,,,,,0.0,,-0.845022271971935
ftleavenworthlamp.com,,,,,0.0,,
ftwaynetimes.com,,,,,0.33,,
fullfact.org,,,,,0.0,,
fullmeasure.news,,,,,,0.9394272704229766,
funker530.com,,,,,,,1.0447045669104291
fusion.net,,0.0,,,,,-1.2825456187415336
fusion.tv,,,,,-0.33,,
futurism.com,,,,,,,-0.6463178707649974
fwweekly.com,,,,,-0.33,,
g-a-i.org,,,,,0.66,,
gadsdentimes.com,,,,,-0.33,,
gadsdentoday.com,,,,,0.33,,
gaia.com,,,,,,,-0.3727728842172668
gainesville.com,,,,,-0.33,,
galesburgreporter.com,,,,,0.33,,
galleryroulette.com,,,,,,,-0.6410500579076052
gallup.com,,,0.0,0.0,0.0,0.5846661016848028,
galvnews.com,,,,,0.33,,
gamebyte.com,,,,,,,-0.3246837617696059
gamespot.com,,,,,,,-0.3276994958082593
gamesradar.com,,0.0,,,,,
gao.gov,,,,,0.0,,
gardenandgun.com,,,,,,,0.2336834656368913
gardenloversclub.com,,,,,,,0.5375903556462418
gatestoneinstitute.org,,,,,1.0,,1.2531387931568367
gawker.com,-0.7749,,,,-0.66,,
gaycitynews.com,,,,,-0.66,,
gaystarnews.com,,,,,-0.66,,-1.1417277432409134
gazette.com,,,,,0.33,,
gazettenet.com,,,,,-0.33,,
gazettetimes.com,,,,,0.0,,
gbnews.uk,,,,,0.66,,
gearheads.org,,,,,,,0.6786674438089687
geek.com,,,,,0.0,,
geekfill.com,,,,,,,0.7032950610869195
geeksaresexy.net,,,,,,,-0.7654447856755547
gellerreport.com,,,,,1.0,,1.4723119026703968
gemstatewire.com,,,,,0.33,,
gender.news,,,,,0.66,,
geneseenews.com,,,,,0.33,,
genesiustimes.com,,,,,0.66,,
genius.com,,,,,,,-0.661406945932232
genzconservative.com,,,,,1.0,,
geo.tv,,,,,0.33,,
geoengineering.news,,,,,0.66,,
geologyin.com,,,,,,,-0.3094388368715979
geopolitics.co,,,,,-0.33,,
geopoliticsalert.com,,,,,-0.66,,
georgetakei.com,,,,,,,-1.2588160017303065
georgiamountainnews.com,,,,,0.33,,
getholistichealth.com,,,,,,,0.2584630235122103
getinmybelly.com,,,,,,,0.7096712545605467
getreligion.org,,,,,0.66,,
gettr.com,,,,,1.0,,
gfycat.com,,,,,,,-0.3675736137348094
ghionjournal.com,,,,,-0.66,,
ghost.report,,,,,0.66,,
giffords.org,,,,,-0.66,,
gilbertsunnews.com,,,,,0.0,,
giphy.com,,,,,,,-0.1467139381943276
girlsjustwannahaveguns.com,,,,,1.0,,1.3659079027078165
gizmodo.com,-0.3002,-0.25,,,-0.66,,-0.8971993998553544
glaad.org,,,,,-0.66,,
gladstonedispatch.com,,,,,0.0,,
gladwire.com,,,,,,,0.5200299435605383
glamour.com,,,,,-0.33,,-0.8825283643932025
gleam.io,,,,,,,0.2918460932060053
glennbeck.com,0.969,,,,,,1.7122371201405484
glitch.news,,,,,0.66,,
globalcitizen.org,,,,,-0.33,,-1.0145576383774086
globalgrind.com,-0.8729,,,,,,
globalintegrity.org,,,,,0.0,,
globalnews.ca,,,,,-0.33,,-0.1590588320011521
globalrealnews.com,,,,,-0.33,,
globalresearch.ca,-0.252,,,,,,-0.281308282419955
globalriskinsights.com,,,,,-0.33,,
globalslaveryindex.org,,,,,0.0,,
globaltimes.cn,,,,,-0.66,,
globalvoices.org,,,,,-0.66,,
globegazette.com,,,,,0.0,,
globetoday.com,,,,,,,-0.1238085975491149
gma.yahoo.com,-0.0472,,,,,,
gmanetwork.com,,,,,-0.33,,
gmfus.org,,,,,0.0,,
gmwatch.org,,,,,-0.66,,
gnews.org,,,,,1.0,,
go.com,,,,,,,-0.3651636002555185
goalcast.com,,,,,,,-0.4031597425394967
gocomics.com,,,,,,,-0.3583279425949671
godanriver.com,,,,,0.0,,
godfatherpolitics.com,,,,,1.0,,1.5402937645646493
godfitting.com,,,,,,,0.8241565271101783
godtoday.com,,,,,,,0.8013655813288902
godtube.com,,,,,,,0.9622193654900714
godtv.com,,,,,,,0.9825950595049652
godupdates.com,,,,,,,0.9554615205696546
godvine.com,,,,,,,0.9445207363352256
goerie.com,,,,,0.0,,
gofundme.com,,,,,,,0.1008567298397238
gohappiest.com,,,,,,,0.2935597015932116
goldcountrytoday.com,,,,,0.33,,
goldenstatetoday.com,,,,,0.33,,
gomcgill.com,,,,,,,0.0407730352820217
good.is,,0.0,,,-0.66,-1.9000323126246912,-1.0107460826948558
goodfullness.com,,,,,,,0.2777796704063319
goodfullness.net,,,,,,,0.2413978366435389
goodgopher.com,,,,,0.66,,
goodhousekeeping.com,,,,,,,0.0898014268554952
goodinsideus.com,,,,,,,0.5081602136313136
goodmenproject.com,,,,,-0.66,,
goodmorningamerica.com,,,,,,,-0.2111906881568981
goodnewsnetwork.org,,,,,0.0,,-0.671320331408189
goodsciencing.com,,,,,1.0,,
goodshomedesign.com,,,,,,,0.1184231835722084
goodtimes.my,,,,,,,0.0972662315641677
google.com,,,,,-0.33,,-0.0716057940371162
googleusercontent.com,,,,,,,0.4535722755359244
gop.com,0.9268,0.75,,,,,
gop.gov,,,1.0,0.5,0.66,,
gopdailybrief.com,,,,,0.66,,1.5256790242131009
gopocalypse.org,,,,,,,-1.2822039693856764
gopthedailydose.com,0.9386,,,,,,1.405390893190876
gopusa.com,,,,,0.66,,
goshennews.com,,,,,-0.33,,
gosocial.co,,,,,,,0.0646884104971636
gothamist.com,-0.7415,,,,-0.33,,-1.2256256791897189
gotquestions.org,,,,,0.66,,
gottadotherightthing.com,,,,,,,0.0611038219294692
governing.com,,-0.166666666667,,,-0.33,-0.1624995123967752,
governorpalin.org,,,,,,,1.6034689798856874
govexec.com,,,,,-0.33,,
govtrack.us,,,,,0.0,,
gp.se,,,,,0.33,,
gq.com,,-0.0833333333333,,,-0.66,,-1.2666062363344326
grabien.com,,,,,0.66,,1.4518370744772582
grandcanyontimes.com,,,,,0.33,,
grandforksherald.com,,,,,0.33,,
grandjunctiontimes.com,,,,,0.33,,
grandrapidsreporter.com,,,,,0.33,,
granma.cu,,,,,-1.0,,
gravelinstitute.org,,,,,-1.0,,
greatamericandaily.com,,,,,1.0,,
greatamericanpolitics.com,,,,,0.66,,
greatamericanrepublic.com,,,,,1.0,,1.545735690174988
greatergood.com,,,,,,,0.2938247768844786
greatfallstribune.com,,,,,0.0,,
greatlakeswire.com,,,,,0.33,,
greatreject.org,,,,,1.0,,
greeleytribune.com,,,,,0.33,,
greenbaypressgazette.com,,,,,0.0,,
greenfieldreporter.com,,,,,0.33,,
greenleft.org.au,,,,,-0.66,,
greenmatters.com,,,,,,,-0.4900338580914885
greenmedinfo.com,,,,,,,0.0756191753578613
greenpeace.org,,,,,,,-0.9583183426766008
greenrushdaily.com,,,,,,,-0.1065240043544408
greensboro.com,,,,,-0.33,,
greenvilleadvocate.com,,,,,0.33,,
greenvillegazette.com,,,,,,,-1.3348222418792297
greenvilleonline.com,,,,,0.0,,
grid.news,,,,,-0.33,,
griffindailynews.com,,,,,0.33,,
gript.ie,,,,,0.66,,
grist.org,-0.8452,,,,-0.33,,-1.332170534539302
gritpost.com,,,,,-0.66,,-1.2202966755837348
groopspeak.com,,,,,,,-1.3406469575509763
ground.news,,,,,0.0,,
group30.org,,,,,0.0,,
grove.co,,,,,,,0.1054265147039864
grownandflown.com,,,,,,,0.1109314815155022
gruaja.net,,,,,,,0.1782530439857613
grundyreporter.com,,,,,0.33,,
grunge.com,,,,,-0.33,,
gtgoodtimes.com,,,,,,,0.017450993021443
guacamoley.com,,,,,,,-1.2713865143281398
guampdn.com,,,,,0.0,,
guardianlv.com,,,,,-0.66,,
guardonline.com,,,,,0.33,,
gucmakale.com,,,,,-0.66,,
guelphmercury.com,,,,,-0.33,,
guns.com,0.7536,,,,0.33,,1.2768184911016396
gunssavelives.net,0.7862,,,,,,
gunviolencearchive.org,,,,,-0.33,,
guttmacher.org,,,,,-0.33,,
haaretz.com,-0.504,,,,-0.66,,-0.9650993118897294
hackspirit.com,,,,,,,-0.309691906811274
hagmannreport.com,,,,,1.0,,
halifax.citynews.ca,,,,,0.0,,
halturnerradioshow.com,,,,,1.0,,
hamburgreporter.com,,,,,0.0,,
hanfordsentinel.com,,,,,0.0,,
hangthebankers.com,,,,,1.0,,
hannity.com,0.9444,,,,1.0,,1.610405138295337
happiest.net,,,,,,,0.2807147652921067
harfordnews.com,,,,,0.33,,
harpers.org,,,,,-0.33,,
harpersbazaar.com,,,,,-0.66,,-0.9560054097989312
hartfordreporter.com,,,,,0.33,,
harvard.edu,,,,,0.0,,-0.7736468423701095
harvardpolitics.com,,,,,-0.33,,
harvest.org,,,,,,,1.198560898797602
hastingstribune.com,,,,,0.0,,
hawaiinewsnow.com,,,,,0.0,,-0.2895221661942094
hawaiitribune-herald.com,,,,,-0.33,,
hawarnews.org,,,,,-1.0,,
hawkeyereporter.com,,,,,0.33,,
hbr.org,,,,,0.0,0.0180012987611649,-0.7983768017922813
hbswk.hbs.edu,,,-0.5,0.0,,,
hcn.org,,,,,-0.33,,
headlineusa.com,,,,,1.0,,
headtopics.com,,,,,-0.33,,
healingfoodreference.com,,,,,0.66,,
health.com,,,,,-0.33,,-0.2246178971766045
health.news,,,,,0.66,,
healthanddiytips.com,,,,,,,0.4758903731658127
healthandlovepage.com,,,,,,,0.1679324044489004
healthcare.gov,,,-0.5,0.0,,,
healthcarefinancenews.com,,,,,0.0,,
healthcentral.com,,0.0,,,,,0.3167000333242603
healthimpactnews.com,0.5548,,,,0.66,,0.5210684014118976
healthline.com,,,,,,,0.1437059652418976
healthnutnews.com,,,,,,,0.2877888384567774
healthranger.com,,,,,0.66,,
healthrangerreport.com,,,,,0.66,,
healthspiritbody.com,,,,,,,0.1989683321317104
healthy-food-house.com,,,,,,,0.1761937162501369
healthy-holistic-living.com,,,,,,,0.1415052895590652
healthy-life-box.com,,,,,,,0.1709557434112382
healthyandnaturalworld.com,,,,,,,0.2699114923728732
healthybeautiful.info,,,,,,,0.0466622686712266
healthyfoodhouse.com,,,,,,,0.0793527212446009
healthylivingidea.com,,,,,,,-0.0084121228511545
healthyprintablerecipes.com,,,,,,,0.4895407401303931
healthyway.com,,,,,-0.33,,0.0909859123043661
hearteternal.com,,,,,,,0.442679539655539
heartland.org,,,,,0.66,,
heatst.com,,,,,,,0.78429464705012
heavy.com,,0.0,,,-0.33,,-0.3093268252999797
hechingerreport.org,,,,,-0.33,,
helenair.com,,,,,0.0,,
hellochristian.com,,,,,,,1.3392484978646528
hellogiggles.com,,,,,,,-0.5897174851401076
helpguide.org,,0.0,,,,,
helsinkitimes.fi,,,,,-0.33,,
helvidius.org,,,,,-0.33,,
herald-dispatch.com,,,,,0.0,,
herald-review.com,,,,,0.0,,
heraldbulletin.com,,,,,-0.33,,
heraldcourier.com,,,,,0.0,,
heraldmailmedia.com,,,,,-0.33,,
heraldnet.com,,,,,-0.33,,
heraldnews.com,,,,,0.0,,
heraldonline.com,,,,,-0.33,,
heraldscotland.com,,,,,-0.33,,
heraldsun.com,,,,,0.0,,
heraldsun.com.au,,,,,0.33,,
heraldtribune.com,,,,,0.0,,
herb.co,,,,,,,-0.2191216712111712
herbreference.com,,,,,0.66,,
herbs-info.com,,,,,,,0.1163933381777105
hereistheevidence.com,,,,,0.66,,
heritage.org,,,0.5,1.0,0.66,,1.6281737745491731
hermancain.com,,,,,0.66,,1.6232368157839956
hernandoreporter.com,,,,,0.33,,
herviewfromhome.com,,,,,,,0.4820503935916538
herway.net,,,,,,,0.1806256474956662
heterodoxacademy.org,,,,,0.0,,
hgtv.com,,,,,,,0.2880352423881166
hiawathaworldonline.com,,,,,0.0,,
hickoryrecord.com,,,,,0.0,,
hiconsumption.com,,,,,,,0.4247168355802354
hidesertstar.com,,,,,0.33,,
